"record_type","category_slug","editorial_status","entity_type","label_es","ranking_snapshot_id","ranking_snapshot_status","source_snapshot_id","source_key","source_rights_status","coverage_complete","coverage_compatible_with_label","rows_audited","snapshot_rows_total","unique_source_entities","unique_canonical_entities","rows_zero_or_negative","duplicate_canonical_entries","conflicting_identity_rows","playable_top200","visual_asset_status","anomaly_codes","rank","entity_id","source_entity_id","source_name","canonical_name","raw_value","score","tie_group","identity_status","playable","media_status","evidence_urls"
"top20","club-career-red-cards","provisional","player","Tarjetas rojas globales en clubes","rs_562b15ab2bb831b906846acb","draft","src_eec28a0333d474df7ca0e0e7","schochastics-football-data-incidents","review_required","false","false","","","","","","","","","","","12","uefa:player:50618ab0ec1e5af0f26c094e","uefa:player:50618ab0ec1e5af0f26c094e","Sérgio Conceição","Sérgio Conceição","7","12","5","canonical","false","unavailable","https://github.com/schochastics/football-data; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/italien_serie-a-2003-2004.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/italien_serie-a-2024-2025.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/portugal_liga-portugal-2020-2021.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/portugal_liga-portugal-2022-2023.json"
"category","club-career-titles","provisional","player","Títulos globales en clubes (carrera)","rs_9db3675a17b09bda84327786","draft","src_097b910505966e4f2ec6003c","api-football","review_required","false","false","200","200","200","200","0","0","0","200","licensed","coverage_incomplete; declared_200_incomplete; temporal_window_not_declared; global_label_overclaims_scope; source_rights_not_approved","","","","","","","","","","","",""
"top20","club-career-titles","provisional","player","Títulos globales en clubes (carrera)","rs_9db3675a17b09bda84327786","draft","src_097b910505966e4f2ec6003c","api-football","review_required","false","false","","","","","","","","","","","1","dfb:bundesliga:player:c50065a141a513c2431d1c08","dfb:bundesliga:player:c50065a141a513c2431d1c08","Thomas Müller","Thomas Müller","13","1","1","canonical","true","licensed","https://v3.football.api-sports.io/players; https://v3.football.api-sports.io/trophies"
"top20","club-career-titles","provisional","player","Títulos globales en clubes (carrera)","rs_9db3675a17b09bda84327786","draft","src_097b910505966e4f2ec6003c","api-football","review_required","false","false","","","","","","","","","","","2","api-football:player:505","api-football:player:505","David Alaba","David Alaba","12","2","2","canonical","true","licensed","https://v3.football.api-sports.io/players; https://v3.football.api-sports.io/trophies"
"top20","club-career-titles","provisional","player","Títulos globales en clubes (carrera)","rs_9db3675a17b09bda84327786","draft","src_097b910505966e4f2ec6003c","api-football","review_required","false","false","","","","","","","","","","","2","api-football:player:521","api-football:player:521","Robert Lewandowski","Robert Lewandowski","12","2","2","canonical","true","licensed","https://v3.football.api-sports.io/players; https://v3.football.api-sports.io/trophies"
"top20","club-career-titles","provisional","player","Títulos globales en clubes (carrera)","rs_9db3675a17b09bda84327786","draft","src_097b910505966e4f2ec6003c","api-football","review_required","false","false","","","","","","","","","","","2","france-football:player:21740","france-football:player:21740","Lionel Messi","Lionel Messi","12","2","2","canonical","true","licensed","https://v3.football.api-sports.io/players; https://v3.football.api-sports.io/trophies"
"top20","club-career-titles","provisional","player","Títulos globales en clubes (carrera)","rs_9db3675a17b09bda84327786","draft","src_097b910505966e4f2ec6003c","api-football","review_required","false","false","","","","","","","","","","","2","rsssf:goalkeeper:player:695368e714433174e8efc28f","rsssf:goalkeeper:player:695368e714433174e8efc28f","Manuel Neuer","Manuel Neuer","12","2","2","canonical","true","licensed","https://v3.football.api-sports.io/players; https://v3.football.api-sports.io/trophies"
"top20","club-career-titles","provisional","player","Títulos globales en clubes (carrera)","rs_9db3675a17b09bda84327786","draft","src_097b910505966e4f2ec6003c","api-football","review_required","false","false","","","","","","","","","","","2","rsssf:goalkeeper:player:f4960f23c064aa35277cf0fd","rsssf:goalkeeper:player:f4960f23c064aa35277cf0fd","Gianluigi Buffon","Gianluigi Buffon","12","2","2","canonical","true","licensed","https://v3.football.api-sports.io/players; https://v3.football.api-sports.io/trophies"
"top20","club-career-titles","provisional","player","Títulos globales en clubes (carrera)","rs_9db3675a17b09bda84327786","draft","src_097b910505966e4f2ec6003c","api-football","review_required","false","false","","","","","","","","","","","2","uefa:player:9dd7414d3afc32b570e18447","uefa:player:9dd7414d3afc32b570e18447","Kingsley Coman","Kingsley Coman","12","2","2","canonical","true","licensed","https://v3.football.api-sports.io/players; https://v3.football.api-sports.io/trophies"
"top20","club-career-titles","provisional","player","Títulos globales en clubes (carrera)","rs_9db3675a17b09bda84327786","draft","src_097b910505966e4f2ec6003c","api-football","review_required","false","false","","","","","","","","","","","8","pl:player:2658","pl:player:2658","Arjen Robben","Arjen Robben","11","8","3","canonical","true","licensed","https://v3.football.api-sports.io/players; https://v3.football.api-sports.io/trophies"
"top20","club-career-titles","provisional","player","Títulos globales en clubes (carrera)","rs_9db3675a17b09bda84327786","draft","src_097b910505966e4f2ec6003c","api-football","review_required","false","false","","","","","","","","","","","8","pl:player:5264","pl:player:5264","Thiago Alcântara","Thiago Alcântara","11","8","3","canonical","true","licensed","https://v3.football.api-sports.io/players; https://v3.football.api-sports.io/trophies"
"top20","club-career-titles","provisional","player","Títulos globales en clubes (carrera)","rs_9db3675a17b09bda84327786","draft","src_097b910505966e4f2ec6003c","api-football","review_required","false","false","","","","","","","","","","","8","pl:player:5772","pl:player:5772","Zlatan Ibrahimović","Zlatan Ibrahimović","11","8","3","canonical","true","licensed","https://v3.football.api-sports.io/players; https://v3.football.api-sports.io/trophies"
"top20","club-career-titles","provisional","player","Títulos globales en clubes (carrera)","rs_9db3675a17b09bda84327786","draft","src_097b910505966e4f2ec6003c","api-football","review_required","false","false","","","","","","","","","","","11","api-football:player:257","api-football:player:257","Marquinhos","Marquinhos","10","11","4","canonical","true","licensed","https://v3.football.api-sports.io/players; https://v3.football.api-sports.io/trophies"
"top20","club-career-titles","provisional","player","Títulos globales en clubes (carrera)","rs_9db3675a17b09bda84327786","draft","src_097b910505966e4f2ec6003c","api-football","review_required","false","false","","","","","","","","","","","11","uefa:player:45cc49428ab671e0a5fd3ddf","uefa:player:45cc49428ab671e0a5fd3ddf","David Beckham","David Beckham","10","11","4","canonical","true","licensed","https://v3.football.api-sports.io/players; https://v3.football.api-sports.io/trophies"
"top20","club-career-titles","provisional","player","Títulos globales en clubes (carrera)","rs_9db3675a17b09bda84327786","draft","src_097b910505966e4f2ec6003c","api-football","review_required","false","false","","","","","","","","","","","11","uefa:player:bb9f1f625b083d518d3c331f","uefa:player:bb9f1f625b083d518d3c331f","Douglas Costa","Douglas Costa","10","11","4","canonical","true","licensed","https://v3.football.api-sports.io/players; https://v3.football.api-sports.io/trophies"
"top20","club-career-titles","provisional","player","Títulos globales en clubes (carrera)","rs_9db3675a17b09bda84327786","draft","src_097b910505966e4f2ec6003c","api-football","review_required","false","false","","","","","","","","","","","14","bdfutbol:ligue-1:player:2fc2a83b0b238889e1ebbfd0","bdfutbol:ligue-1:player:2fc2a83b0b238889e1ebbfd0","Marco Verratti","Marco Verratti","9","14","5","canonical","true","licensed","https://v3.football.api-sports.io/players; https://v3.football.api-sports.io/trophies"
"top20","club-career-titles","provisional","player","Títulos globales en clubes (carrera)","rs_9db3675a17b09bda84327786","draft","src_097b910505966e4f2ec6003c","api-football","review_required","false","false","","","","","","","","","","","14","dfb:bundesliga:player:41d6e1b1fed8be03527f65c5","dfb:bundesliga:player:41d6e1b1fed8be03527f65c5","Franck Ribéry","Franck Ribéry","9","14","5","canonical","true","licensed","https://v3.football.api-sports.io/players; https://v3.football.api-sports.io/trophies"
"top20","club-career-titles","provisional","player","Títulos globales en clubes (carrera)","rs_9db3675a17b09bda84327786","draft","src_097b910505966e4f2ec6003c","api-football","review_required","false","false","","","","","","","","","","","14","statbunker:world-cup:player:17798","statbunker:world-cup:player:17798","Andres Iniesta","Andres Iniesta","9","14","5","canonical","true","licensed","https://v3.football.api-sports.io/players; https://v3.football.api-sports.io/trophies"
"top20","club-career-titles","provisional","player","Títulos globales en clubes (carrera)","rs_9db3675a17b09bda84327786","draft","src_097b910505966e4f2ec6003c","api-football","review_required","false","false","","","","","","","","","","","14","statbunker:world-cup:player:51549","statbunker:world-cup:player:51549","Joshua Kimmich","Joshua Kimmich","9","14","5","canonical","true","licensed","https://v3.football.api-sports.io/players; https://v3.football.api-sports.io/trophies"
"top20","club-career-titles","provisional","player","Títulos globales en clubes (carrera)","rs_9db3675a17b09bda84327786","draft","src_097b910505966e4f2ec6003c","api-football","review_required","false","false","","","","","","","","","","","14","uefa:player:1601e4465f02a1aa432c598c","uefa:player:1601e4465f02a1aa432c598c","Arturo Vidal","Arturo Vidal","9","14","5","canonical","true","licensed","https://v3.football.api-sports.io/players; https://v3.football.api-sports.io/trophies"
"top20","club-career-titles","provisional","player","Títulos globales en clubes (carrera)","rs_9db3675a17b09bda84327786","draft","src_097b910505966e4f2ec6003c","api-football","review_required","false","false","","","","","","","","","","","14","uefa:player:8f6fac652ae6c25f3e390e84","uefa:player:8f6fac652ae6c25f3e390e84","Piqué","Piqué","9","14","5","canonical","true","licensed","https://v3.football.api-sports.io/players; https://v3.football.api-sports.io/trophies"
"top20","club-career-titles","provisional","player","Títulos globales en clubes (carrera)","rs_9db3675a17b09bda84327786","draft","src_097b910505966e4f2ec6003c","api-football","review_required","false","false","","","","","","","","","","","14","uefa:player:939807950a67803b6489e76a","uefa:player:939807950a67803b6489e76a","Dani Alves","Dani Alves","9","14","5","canonical","true","licensed","https://v3.football.api-sports.io/players; https://v3.football.api-sports.io/trophies"
"category","club-career-yellow-cards","provisional","player","Tarjetas amarillas globales en clubes","rs_5895851333bc943b6e468ed0","draft","src_3129c29b99f9dd5e4f3f415b","schochastics-football-data-incidents","review_required","false","false","200","200","200","200","0","0","0","88","mixed","coverage_incomplete; declared_200_incomplete; temporal_window_not_declared; global_label_overclaims_scope; source_rights_not_approved; top20_visual_assets_not_licensed","","","","","","","","","","","",""
"top20","club-career-yellow-cards","provisional","player","Tarjetas amarillas globales en clubes","rs_5895851333bc943b6e468ed0","draft","src_3129c29b99f9dd5e4f3f415b","schochastics-football-data-incidents","review_required","false","false","","","","","","","","","","","1","football-data:player:garcia-r","football-data:player:garcia-r","Garcia R.","Garcia R.","212","1","1","canonical","false","fallback","https://github.com/schochastics/football-data; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/england_premier-league-2008-2009.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/england_premier-league-2009-2010.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/frankreich_ligue-1-2020-2021.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/italien_serie-a-2023-2024.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2003-2004.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2004-2005.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2005-2006.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2006-2007.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2007-2008.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2008-2009.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2009-2010.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2010-2011.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2011-2012.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2012-2013.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2013-2014.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2014-2015.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2015-2016.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2016-2017.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2017-2018.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2018-2019.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2019-2020.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2020-2021.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2021-2022.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2022-2023.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2023-2024.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2024-2025.json"
"top20","club-career-yellow-cards","provisional","player","Tarjetas amarillas globales en clubes","rs_5895851333bc943b6e468ed0","draft","src_3129c29b99f9dd5e4f3f415b","schochastics-football-data-incidents","review_required","false","false","","","","","","","","","","","2","api-football:player:47281","api-football:player:47281","Dani García","Dani García","186","2","2","canonical","true","pending","https://github.com/schochastics/football-data; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2003-2004.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2004-2005.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2005-2006.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2006-2007.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2007-2008.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2008-2009.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2009-2010.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2010-2011.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2014-2015.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2015-2016.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2016-2017.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2017-2018.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2018-2019.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2019-2020.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2020-2021.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2021-2022.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2022-2023.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2023-2024.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2024-2025.json"
"top20","club-career-yellow-cards","provisional","player","Tarjetas amarillas globales en clubes","rs_5895851333bc943b6e468ed0","draft","src_3129c29b99f9dd5e4f3f415b","schochastics-football-data-incidents","review_required","false","false","","","","","","","","","","","3","uefa:player:04cf3fda53c4035a29db57f9","uefa:player:04cf3fda53c4035a29db57f9","Sergio Ramos","Sergio Ramos","181","3","3","canonical","true","licensed","https://github.com/schochastics/football-data; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/frankreich_ligue-1-2021-2022.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/frankreich_ligue-1-2022-2023.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2003-2004.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2004-2005.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2005-2006.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2006-2007.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2007-2008.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2008-2009.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2009-2010.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2010-2011.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2011-2012.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2012-2013.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2013-2014.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2014-2015.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2015-2016.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2016-2017.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2017-2018.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2018-2019.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2019-2020.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2020-2021.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2023-2024.json"
"top20","club-career-yellow-cards","provisional","player","Tarjetas amarillas globales en clubes","rs_5895851333bc943b6e468ed0","draft","src_3129c29b99f9dd5e4f3f415b","schochastics-football-data-incidents","review_required","false","false","","","","","","","","","","","4","football-data:player:suarez-d","football-data:player:suarez-d","Suarez D.","Suarez D.","167","4","4","canonical","false","fallback","https://github.com/schochastics/football-data; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/frankreich_ligue-1-2004-2005.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/polen_ekstraklasa-2017-2018.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/polen_ekstraklasa-2018-2019.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2011-2012.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2013-2014.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2014-2015.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2015-2016.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2016-2017.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2017-2018.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2018-2019.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2019-2020.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2020-2021.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2021-2022.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2022-2023.json; https://raw.githubusercontent.com/schochastics/football-data/6ba5e7e8f8657b6ccdeb0e89778765423f8d5aaf/data/goals_time2/spanien_la-liga-2023-2024.json"
